model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 1 Series,2016,15469,Manual,25281,Petrol,125,53.3,1.5
 1 Series,2015,11699,Manual,60761,Diesel,30,65.7,2.0
 3 Series,2015,16899,Automatic,27153,Diesel,30,62.8,2.0
 1 Series,2017,17419,Automatic,72814,Petrol,125,54.3,1.5
 2 Series,2016,16509,Manual,13267,Petrol,125,52.3,1.5
 1 Series,2014,12999,Manual,42994,Petrol,145,50.4,1.6
 X3,2017,27689,Automatic,33610,Diesel,145,54.3,2.0
 3 Series,2014,17549,Automatic,54842,Diesel,30,62.8,2.0
 X4,2016,32499,Automatic,28466,Diesel,200,47.9,3.0
 X5,2016,40560,Automatic,23747,Hybrid,0,85.6,2.0
 X5,2016,36139,Automatic,31903,Hybrid,0,85.6,2.0
 2 Series,2016,16510,Automatic,48841,Petrol,145,46.3,2.0
 X4,2017,32499,Automatic,35351,Diesel,200,47.1,3.0
 5 Series,2016,15859,Automatic,79234,Diesel,20,67.3,2.0
 5 Series,2016,25999,Automatic,22312,Diesel,160,51.4,3.0
 5 Series,2017,24829,Automatic,37401,Diesel,145,68.9,2.0
 1 Series,2017,14429,Manual,62495,Diesel,145,78.5,1.5
 5 Series,2016,22749,Automatic,30754,Diesel,30,62.8,2.0
 3 Series,2016,14429,Manual,88192,Diesel,30,65.7,2.0
 X5,2016,30549,Automatic,59154,Diesel,200,47.1,3.0
 3 Series,2012,12999,Manual,36529,Diesel,30,61.4,2.0
 X1,2014,12999,Automatic,74012,Diesel,160,52.3,2.0
 X5,2017,40949,Automatic,23646,Diesel,145,47.1,3.0
 1 Series,2017,25349,Automatic,24482,Petrol,200,39.8,3.0
 3 Series,2013,15079,Manual,54374,Diesel,125,57.6,2.0
 M3,2013,25609,Automatic,58125,Petrol,570,25.2,4.0
 3 Series,2016,18069,Automatic,62816,Hybrid,0,148.7,2.0
 3 Series,2016,13779,Automatic,95217,Diesel,0,74.3,2.0
 5 Series,2016,22359,Automatic,14005,Diesel,30,62.8,2.0
 2 Series,2016,12349,Manual,68848,Diesel,0,74.3,1.5
 4 Series,2016,21189,Manual,24280,Diesel,30,62.8,2.0
 4 Series,2016,19759,Manual,51194,Diesel,30,62.8,2.0
 3 Series,2014,18784,Automatic,51062,Diesel,125,58.9,2.0
 X3,2012,15279,Automatic,73701,Diesel,160,50.4,2.0
 3 Series,2018,24569,Automatic,25127,Diesel,145,62.8,2.0
 5 Series,2014,18589,Automatic,34758,Diesel,125,57.6,2.0
 1 Series,2016,17549,Automatic,30925,Diesel,20,68.9,2.0
 1 Series,2019,20786,Automatic,12212,Petrol,145,55.5,1.5
 1 Series,2007,1950,Manual,167000,Diesel,125,57.6,2.0
 Z3,1999,5194,Manual,74282,Petrol,245,35.3,1.9
 3 Series,2015,12089,Manual,98819,Diesel,20,72.4,2.0
 3 Series,2017,26649,Automatic,14500,Hybrid,0,134.5,2.0
 1 Series,2014,11049,Manual,43248,Diesel,20,68.9,2.0
 2 Series,2016,11699,Automatic,87743,Diesel,20,72.4,1.5
 Z3,1999,5194,Manual,51949,Petrol,255,35.3,1.9
 1 Series,2012,10394,Manual,63635,Diesel,30,62.8,2.0
 1 Series,2017,14299,Manual,46147,Diesel,0,83.1,1.5
 3 Series,2016,20409,Automatic,50310,Diesel,30,64.2,2.0
 1 Series,2016,14299,Manual,31847,Diesel,0,78.5,1.5
 X2,2018,30504,Automatic,11941,Diesel,145,58.9,2.0
 1 Series,2016,14169,Manual,46035,Diesel,20,70.6,1.5
 3 Series,2016,15989,Automatic,72280,Diesel,20,70.6,2.0
 3 Series,2016,24694,Automatic,23110,Diesel,125,57.6,2.0
 5 Series,2016,16431,Automatic,72924,Diesel,20,68.9,2.0
 5 Series,2019,29244,Automatic,21101,Petrol,150,50.4,2.0
 4 Series,2016,23368,Manual,14000,Petrol,160,46.3,2.0
 3 Series,2017,21768,Automatic,50000,Other,135,148.7,2.0
 3 Series,2016,19629,Automatic,33158,Diesel,30,67.3,2.0
 3 Series,2013,14559,Manual,49720,Diesel,30,61.4,2.0
 X3,2014,19707,Automatic,77129,Diesel,145,54.3,2.0
 5 Series,2016,18303,Automatic,74322,Diesel,30,62.8,2.0
 5 Series,2015,18199,Automatic,50558,Diesel,30,62.8,2.0
 4 Series,2017,25037,Automatic,29871,Diesel,145,65.7,2.0
 1 Series,2016,12674,Manual,56044,Diesel,0,78.5,1.5
 1 Series,2016,17549,Manual,40855,Diesel,30,65.7,2.0
 6 Series,2016,27299,Automatic,45140,Diesel,200,49.6,3.0
 2 Series,2017,17939,Manual,14980,Petrol,125,52.3,1.5
 4 Series,2018,24700,Automatic,7970,Petrol,145,44.1,2.0
 3 Series,2012,11375,Manual,54000,Diesel,30,61.4,2.0
 7 Series,2017,68835,Automatic,22000,Petrol,150,22.1,6.6
 6 Series,2008,12344,Semi-Auto,67000,Diesel,265,40.9,3.0
 M4,2015,37694,Semi-Auto,35000,Petrol,330,32.5,3.0
 1 Series,2016,12994,Manual,30000,Diesel,0,83.1,1.5
 4 Series,2016,20799,Automatic,29041,Diesel,30,65.7,2.0
 4 Series,2015,19239,Automatic,51873,Diesel,160,52.3,3.0
 3 Series,2018,24699,Automatic,15377,Diesel,145,56.5,3.0
 1 Series,2017,14741,Manual,41925,Diesel,0,78.5,1.5
 2 Series,2016,14234,Manual,34489,Diesel,0,74.3,1.5
 3 Series,2016,18160,Automatic,41317,Diesel,20,74.3,2.0
 4 Series,2016,24959,Automatic,25000,Diesel,160,52.3,3.0
 1 Series,2017,16249,Manual,20064,Petrol,145,53.3,1.5
 4 Series,2016,18706,Automatic,61688,Diesel,20,70.6,2.0
 1 Series,2015,15209,Manual,33826,Diesel,30,65.7,2.0
 X3,2017,30549,Automatic,26986,Diesel,145,54.3,2.0
 2 Series,2016,18069,Manual,24169,Petrol,125,50.4,1.5
 X5,2008,10397,Automatic,86800,Diesel,325,34.9,3.0
 6 Series,2013,21580,Automatic,57000,Diesel,165,49.6,3.0
 7 Series,2012,14287,Automatic,76000,Diesel,260,41.5,3.0
 1 Series,2015,13740,Manual,27667,Diesel,30,65.7,2.0
 1 Series,2016,17731,Manual,26016,Diesel,20,70.6,1.5
 1 Series,2016,14910,Manual,33578,Diesel,0,83.1,1.5
 1 Series,2016,14221,Manual,33243,Diesel,0,78.5,1.5
 1 Series,2016,15365,Manual,26141,Diesel,0,78.5,1.5
 3 Series,2014,15599,Manual,49969,Diesel,30,61.4,2.0
 2 Series,2018,19759,Manual,14228,Petrol,145,52.3,1.5
 1 Series,2016,12609,Manual,59751,Diesel,0,83.1,1.5
 3 Series,2012,11140,Automatic,85118,Diesel,30,62.8,2.0
 1 Series,2016,15339,Manual,18644,Diesel,0,78.5,1.5
 1 Series,2014,14299,Automatic,38809,Petrol,145,48.7,1.6
 6 Series,2016,27299,Automatic,43483,Diesel,200,49.6,3.0
 1 Series,2017,26389,Automatic,35259,Petrol,145,39.8,3.0
 3 Series,2015,21046,Automatic,30345,Diesel,125,58.9,2.0
 2 Series,2016,25804,Automatic,41248,Petrol,260,37.2,3.0
 X1,2014,13384,Automatic,65000,Diesel,160,52.3,2.0
 5 Series,2013,15594,Automatic,70000,Diesel,145,55.4,2.0
 X5,2013,20794,Automatic,76000,Diesel,300,37.7,3.0
 1 Series,2013,10394,Manual,56000,Diesel,30,64.2,2.0
 1 Series,2016,20144,Automatic,31000,Petrol,145,43.5,2.0
 2 Series,2017,19175,Automatic,10000,Petrol,145,55.4,1.5
 5 Series,1996,7794,Automatic,36000,Petrol,270,26.4,2.8
 1 Series,2019,20786,Automatic,9567,Petrol,145,55.5,1.5
 3 Series,2015,19499,Automatic,78680,Diesel,160,52.3,3.0
 1 Series,2019,19759,Manual,10374,Petrol,145,53.3,1.5
 3 Series,2015,15599,Manual,44379,Diesel,30,61.4,2.0
 X1,2017,18494,Manual,41950,Diesel,20,68.9,2.0
 X4,2015,22619,Manual,70601,Diesel,160,52.3,2.0
 X3,2016,18589,Automatic,83354,Diesel,145,54.3,2.0
 5 Series,2013,18454,Automatic,38000,Diesel,150,55.4,2.0
 3 Series,2014,17289,Automatic,41363,Diesel,125,60.1,2.0
 5 Series,2015,17263,Automatic,50355,Diesel,30,62.8,2.0
 5 Series,2016,15339,Automatic,97290,Diesel,30,62.8,2.0
 3 Series,2016,21964,Automatic,46003,Diesel,160,51.4,3.0
 1 Series,2017,16119,Manual,22449,Diesel,145,78.5,1.5
 1 Series,2019,19759,Manual,10514,Petrol,145,53.3,1.5
 1 Series,2019,20786,Automatic,12192,Petrol,145,55.5,1.5
 3 Series,2015,14624,Manual,49520,Diesel,30,67.3,2.0
 6 Series,2013,22541,Automatic,52635,Diesel,160,49.6,3.0
 2 Series,2016,15469,Manual,41312,Diesel,30,65.7,2.0
 1 Series,2016,14039,Manual,37025,Diesel,0,83.1,1.5
 1 Series,2016,15989,Automatic,57701,Diesel,30,62.8,2.0
 Z4,2014,17549,Automatic,44027,Petrol,200,41.5,2.0
 3 Series,2017,21969,Automatic,24501,Diesel,30,64.2,2.0
 X3,2015,18199,Manual,51715,Diesel,160,52.3,2.0
 5 Series,2007,5194,Manual,150000,Diesel,205,46.3,2.0
 7 Series,2017,38994,Automatic,73348,Diesel,145,54.3,3.0
 3 Series,2016,22094,Automatic,54153,Diesel,30,62.8,2.0
 1 Series,2013,9484,Manual,71000,Diesel,30,64.2,2.0
 3 Series,2016,18459,Manual,51098,Diesel,30,64.2,2.0
 1 Series,2019,19759,Manual,11191,Petrol,145,53.3,1.5
 3 Series,2014,12349,Manual,67911,Diesel,30,62.8,2.0
 3 Series,2015,14299,Manual,55988,Diesel,20,72.4,2.0
 1 Series,2016,18134,Manual,20867,Diesel,20,70.6,1.5
 1 Series,2013,9853,Automatic,81796,Diesel,30,62.8,2.0
 3 Series,2014,17549,Automatic,61829,Diesel,125,57.6,3.0
 2 Series,2016,15989,Manual,39613,Diesel,30,65.7,2.0
 5 Series,2016,25739,Automatic,20724,Diesel,160,51.4,3.0
 4 Series,2018,31199,Automatic,9544,Petrol,145,48.7,2.0
 2 Series,2016,11050,Manual,80250,Diesel,20,68.9,2.0
 3 Series,2016,15984,Automatic,72390,Hybrid,0,148.7,2.0
 4 Series,2014,22737,Automatic,20030,Petrol,165,44.1,2.0
 2 Series,2019,25633,Manual,7378,Petrol,150,52.3,1.5
 5 Series,2014,16250,Automatic,42007,Diesel,20,68.9,2.0
 1 Series,2017,20274,Automatic,24693,Petrol,145,54.3,1.5
 1 Series,2018,24699,Automatic,13760,Diesel,145,49.6,2.0
 2 Series,2016,15989,Manual,11656,Petrol,125,52.3,1.5
 3 Series,2013,10399,Manual,86000,Diesel,125,57.6,2.0
 4 Series,2014,13779,Manual,105850,Diesel,125,58.9,2.0
 5 Series,2015,16250,Automatic,106170,Diesel,160,51.4,3.0
 3 Series,2016,17804,Automatic,64590,Hybrid,0,148.7,2.0
 1 Series,2016,14034,Manual,56800,Diesel,20,70.6,1.5
 1 Series,2008,6104,Manual,101000,Diesel,125,58.9,2.0
 3 Series,2012,11044,Automatic,84000,Diesel,145,53.3,2.0
 1 Series,2006,3894,Manual,90000,Diesel,200,49.6,2.0
 X5,2016,36335,Automatic,37900,Diesel,200,47.1,3.0
 3 Series,2016,12350,Manual,88090,Diesel,20,72.4,2.0
 4 Series,2015,13000,Manual,99340,Diesel,30,62.8,2.0
 3 Series,2016,16634,Automatic,75400,Hybrid,0,148.7,2.0
 3 Series,2016,21969,Automatic,30803,Hybrid,0,134.5,2.0
 3 Series,2016,21969,Automatic,45587,Diesel,145,53.3,3.0
 1 Series,2016,13828,Manual,40245,Diesel,0,83.1,1.5
 1 Series,2014,10789,Manual,80207,Diesel,30,62.8,2.0
 1 Series,2014,15599,Automatic,12528,Petrol,125,50.4,1.6
 1 Series,2016,22749,Automatic,42355,Petrol,235,37.7,3.0
 4 Series,2016,22359,Automatic,41589,Diesel,160,49.6,3.0
 3 Series,2014,14819,Automatic,41700,Diesel,125,58.9,2.0
 3 Series,2017,31199,Automatic,19500,Diesel,205,49.6,3.0
 X3,2015,24699,Automatic,42400,Diesel,150,54.3,2.0
 X1,2018,29237,Automatic,11592,Petrol,145,44.8,2.0
 X5,2009,17147,Automatic,68000,Diesel,325,34.0,3.0
 3 Series,2008,5525,Automatic,141000,Petrol,235,39.8,3.0
 3 Series,2004,1878,Manual,162000,Diesel,205,49.6,2.0
 X3,2019,44106,Automatic,1799,Diesel,150,54.3,2.0
 1 Series,2019,24686,Manual,20442,Diesel,150,70.6,1.5
 5 Series,2017,28057,Automatic,34179,Diesel,150,65.7,2.0
 4 Series,2019,33084,Automatic,6890,Diesel,145,65.7,2.0
 2 Series,2019,28703,Automatic,3980,Diesel,145,67.3,2.0
 2 Series,2019,28002,Automatic,4802,Diesel,145,48.7,2.0
 3 Series,2017,25739,Automatic,15668,Diesel,145,64.2,2.0
 4 Series,2016,26833,Automatic,24939,Diesel,160,50.4,3.0
 6 Series,2017,29184,Automatic,14400,Diesel,160,51.4,3.0
 X3,2019,40884,Automatic,4726,Diesel,145,54.3,2.0
 4 Series,2016,29422,Automatic,31910,Petrol,200,41.5,3.0
 4 Series,2019,31989,Automatic,3480,Diesel,145,58.9,2.0
 2 Series,2020,36386,Manual,3890,Petrol,145,43.5,1.5
 2 Series,2020,49386,Automatic,3890,Petrol,145,36.2,2.0
 5 Series,2017,29862,Automatic,16151,Diesel,150,65.7,2.0
 X1,2018,27702,Manual,1794,Petrol,150,51.4,1.5
 1 Series,2016,14286,Manual,49761,Diesel,0,83.1,1.5
 2 Series,2017,18830,Automatic,21697,Petrol,30,55.4,1.5
 2 Series,2015,18388,Automatic,24322,Petrol,125,50.4,2.0
 X3,2019,41965,Automatic,2593,Diesel,145,54.3,2.0
 3 Series,2019,36852,Automatic,4884,Petrol,145,41.5,2.0
 1 Series,2016,14944,Automatic,54075,Diesel,20,70.6,2.0
 5 Series,2017,21437,Automatic,54678,Diesel,125,60.1,2.0
 5 Series,2016,22539,Automatic,34143,Diesel,160,51.4,3.0
 5 Series,2017,25892,Automatic,31996,Diesel,145,65.7,2.0
 4 Series,2016,20939,Automatic,46000,Diesel,30,65.7,2.0
 X5,2019,66819,Automatic,9803,Diesel,150,37.7,3.0
 1 Series,2017,17948,Manual,20038,Petrol,125,53.3,1.5
 1 Series,2016,25986,Manual,24322,Petrol,265,36.2,3.0
 4 Series,2017,23789,Automatic,19330,Petrol,150,44.8,2.0
 3 Series,2015,21158,Automatic,37676,Diesel,145,53.3,3.0
 X5,2014,27294,Automatic,72442,Diesel,200,47.1,3.0
 3 Series,2016,18194,Automatic,62730,Diesel,125,57.6,2.0
 3 Series,2012,12968,Automatic,64191,Diesel,160,50.4,2.0
 1 Series,2013,10394,Manual,76941,Diesel,125,60.1,2.0
 7 Series,2014,25994,Automatic,51932,Hybrid,195,41.5,3.0
 3 Series,2016,18818,Automatic,78878,Other,0,134.5,2.0
 3 Series,2017,18850,Automatic,74930,Hybrid,0,134.5,2.0
 1 Series,2015,12734,Manual,61140,Diesel,125,58.9,2.0
 2 Series,2016,13650,Automatic,115470,Hybrid,0,141.2,1.5
 5 Series,2015,15334,Automatic,110540,Diesel,145,53.3,3.0
 3 Series,2016,11954,Manual,93760,Diesel,20,72.4,2.0
 3 Series,2013,11954,Manual,82260,Diesel,30,62.8,2.0
 2 Series,2016,11050,Manual,94790,Diesel,0,74.3,1.5
 1 Series,2014,12350,Automatic,54020,Diesel,30,64.2,2.0
 3 Series,2013,11700,Manual,73070,Diesel,30,61.4,2.0
 X3,2012,15594,Automatic,72040,Diesel,160,50.4,2.0
 3 Series,1999,1560,Automatic,82000,Petrol,245,31.0,2.8
 1 Series,2012,14294,Manual,28000,Diesel,125,58.9,2.0
 3 Series,2016,15600,Automatic,97600,Diesel,30,64.2,2.0
 2 Series,2015,13384,Manual,102900,Diesel,30,64.2,2.0
 X1,2016,17284,Manual,71300,Diesel,125,58.9,2.0
 X5,2011,14885,Automatic,90734,Diesel,305,38.2,3.0
 1 Series,2010,6494,Manual,93800,Diesel,30,62.8,2.0
 1 Series,2014,13904,Manual,53310,Diesel,30,62.8,2.0
 5 Series,2015,13514,Automatic,114890,Diesel,125,60.1,2.0
 3 Series,2014,10134,Automatic,147110,Diesel,30,62.8,2.0
 1 Series,2014,13904,Automatic,64690,Diesel,30,64.2,2.0
 4 Series,2017,18850,Manual,46350,Diesel,30,62.8,2.0
 6 Series,2014,22750,Automatic,51920,Diesel,160,49.6,3.0
 3 Series,2017,20534,Automatic,64000,Hybrid,0,134.5,2.0
 5 Series,2013,14684,Automatic,76290,Diesel,145,55.4,2.0
 5 Series,2016,15334,Automatic,96620,Diesel,30,62.8,2.0
 2 Series,2016,14684,Manual,68940,Diesel,30,64.2,2.0
 2 Series,2015,7664,Manual,133670,Diesel,20,68.9,2.0
 1 Series,2016,12084,Manual,60740,Diesel,0,83.1,1.5
 4 Series,2016,19234,Automatic,80380,Diesel,125,58.9,2.0
 3 Series,2015,18200,Automatic,75800,Diesel,145,55.4,2.0
 3 Series,2011,15594,Manual,48000,Diesel,145,55.4,2.0
 X1,2013,15594,Manual,32000,Diesel,125,57.6,2.0
 1 Series,2012,11694,Manual,41000,Diesel,30,62.8,2.0
 Z4,2012,16244,Manual,40000,Petrol,200,41.5,2.0
 M5,2012,31194,Automatic,51000,Petrol,555,28.5,4.4
 Z4,2011,16894,Manual,26000,Petrol,300,33.2,2.5
 1 Series,2014,19494,Automatic,46000,Petrol,235,37.7,3.0
 1 Series,2017,20800,Manual,16758,Diesel,150,62.8,2.0
 X3,2019,44200,Automatic,2483,Petrol,145,30.4,2.0
 2 Series,2019,23725,Manual,6685,Diesel,150,65.7,2.0
 X3,2019,49400,Automatic,8794,Diesel,145,36.7,3.0
 M4,2019,58356,Automatic,299,Petrol,145,32.5,3.0
 2 Series,2018,21450,Manual,17123,Petrol,150,52.3,1.5
 X1,2016,22100,Automatic,46968,Diesel,125,57.6,2.0
 X1,2019,26000,Manual,12159,Petrol,150,51.4,1.5
 X3,2019,45500,Automatic,3252,Petrol,150,30.4,2.0
 5 Series,2019,42237,Automatic,5134,Hybrid,140,156.9,2.0
 4 Series,2018,27300,Automatic,18000,Diesel,150,65.7,2.0
 1 Series,2017,15925,Manual,24757,Petrol,150,56.5,1.5
 X5,2017,49400,Automatic,9038,Petrol,150,29.1,4.4
 2 Series,2019,28568,Automatic,9434,Diesel,145,48.7,2.0
 X2,2019,30225,Automatic,8579,Petrol,145,42.2,1.5
 X3,2019,40170,Automatic,2682,Petrol,145,30.4,2.0
 X3,2019,39000,Automatic,6797,Petrol,145,30.4,2.0
 4 Series,2019,30550,Automatic,8509,Diesel,145,65.7,2.0
 2 Series,2017,20475,Automatic,23200,Diesel,145,68.9,2.0
 5 Series,2019,51856,Automatic,6890,Diesel,145,53.3,3.0
 X7,2019,84226,Automatic,3890,Diesel,145,33.6,3.0
 3 Series,2019,32798,Automatic,6890,Diesel,145,48.7,2.0
 2 Series,2019,33084,Automatic,3890,Diesel,145,48.7,2.0
 4 Series,2019,31498,Automatic,3890,Diesel,145,60.1,2.0
 5 Series,2019,37426,Automatic,3890,Diesel,145,60.1,2.0
 4 Series,2019,33084,Automatic,6890,Diesel,145,65.7,2.0
 5 Series,2019,37374,Automatic,6890,Diesel,145,62.8,2.0
 7 Series,2017,74100,Automatic,11297,Petrol,145,22.1,6.6
 3 Series,2011,4550,Manual,149958,Diesel,30,62.8,2.0
 3 Series,2016,14300,Automatic,111160,Hybrid,0,148.7,2.0
 4 Series,2017,17550,Automatic,68410,Diesel,30,65.7,2.0
 4 Series,2016,13904,Manual,85520,Diesel,30,67.3,2.0
 1 Series,2012,6884,Manual,95360,Diesel,30,62.8,2.0
 2 Series,2017,20799,Manual,24216,Diesel,30,64.2,2.0
 5 Series,2014,16899,Automatic,43208,Diesel,125,57.6,2.0
 5 Series,2018,25999,Automatic,31905,Diesel,145,68.9,2.0
 X4,2016,25337,Automatic,59000,Diesel,145,54.3,2.0
 1 Series,2016,17537,Automatic,40000,Diesel,30,65.7,2.0
 3 Series,2013,12337,Automatic,46000,Petrol,145,47.9,1.6
 1 Series,2014,12727,Automatic,59000,Diesel,30,64.2,2.0
 5 Series,2013,18837,Automatic,38000,Petrol,200,43.5,2.0
 X3,2016,27287,Automatic,23000,Diesel,145,54.3,2.0
 X1,2010,8444,Manual,87300,Diesel,165,49.6,2.0
 5 Series,2016,24387,Automatic,10098,Diesel,125,60.1,2.0
 3 Series,2017,25739,Automatic,27273,Diesel,145,56.5,3.0
 X1,2016,18069,Manual,38775,Diesel,20,68.9,2.0
 5 Series,2016,23399,Automatic,27193,Diesel,160,50.4,3.0
 5 Series,2015,18199,Automatic,59420,Diesel,30,62.8,2.0
 3 Series,2016,19759,Automatic,84252,Hybrid,0,134.5,2.0
 3 Series,2016,18004,Manual,20640,Diesel,30,67.3,2.0
 2 Series,2017,22100,Automatic,36824,Diesel,150,60.1,2.0
 Z4,2008,18200,Manual,63000,Petrol,325,31.7,3.0
 Z3,2001,7735,Manual,60000,Petrol,325,30.7,2.2
 4 Series,2019,33150,Automatic,3250,Petrol,145,48.7,2.0
 M4,2019,52000,Automatic,1326,Petrol,145,34.0,3.0
 3 Series,2020,48100,Automatic,4691,Hybrid,135,8.8,2.0
 i8,2019,93600,Automatic,176,Hybrid,135,141.2,1.5
 X1,2019,34969,Automatic,3980,Diesel,145,60.1,2.0
 4 Series,2019,33734,Automatic,1510,Petrol,145,48.7,2.0
 2 Series,2019,34775,Automatic,4259,Petrol,145,39.8,3.0
 1 Series,2019,39000,Automatic,8501,Petrol,145,34.5,2.0
 3 Series,2016,22094,Automatic,61630,Diesel,145,53.3,3.0
 1 Series,2012,9094,Manual,93697,Diesel,125,60.1,2.0
 1 Series,2013,9087,Manual,68000,Petrol,125,52.3,1.6
 M3,2004,23205,Manual,60000,Petrol,325,23.3,3.2
 M3,2004,25350,Manual,46000,Petrol,325,23.3,3.2
 Z4,2004,11375,Manual,39000,Petrol,330,31.0,3.0
 Z4,2011,13585,Manual,64250,Petrol,305,33.2,2.5
 3 Series,2014,13975,Manual,59000,Diesel,125,58.9,2.0
 Z3,1997,5135,Manual,49000,Petrol,270,35.3,1.9
 Z3,1998,5135,Manual,56500,Petrol,270,35.3,1.9
 4 Series,2019,32370,Automatic,4980,Petrol,145,45.6,2.0
 X1,2016,22230,Automatic,24999,Diesel,125,57.6,2.0
 1 Series,2017,16900,Manual,46000,Petrol,125,52.3,1.5
 1 Series,2017,19402,Manual,31000,Petrol,145,46.3,2.0
 4 Series,2014,25642,Automatic,19500,Diesel,160,50.4,3.0
 1 Series,2017,27430,Automatic,11360,Petrol,145,39.8,3.0
 X6,2017,46800,Automatic,31931,Petrol,145,29.1,4.4
 2 Series,2019,27625,Automatic,10440,Diesel,145,62.8,2.0
 4 Series,2016,20475,Automatic,37484,Diesel,30,65.7,2.0
 X5,2017,41600,Automatic,29183,Diesel,150,47.1,3.0
 X3,2017,26650,Automatic,30448,Diesel,150,54.3,2.0
 3 Series,2018,25025,Automatic,28935,Diesel,145,64.2,2.0
 3 Series,2015,17095,Automatic,54204,Diesel,125,61.4,2.0
 5 Series,2002,9087,Automatic,78316,Petrol,325,23.7,3.5
 7 Series,2016,31187,Automatic,34000,Diesel,125,57.6,3.0
 X5,2015,33787,Automatic,47000,Diesel,200,47.1,3.0
 X4,2015,23387,Automatic,66000,Diesel,145,54.3,2.0
 X5,2016,37687,Automatic,29000,Diesel,205,47.1,3.0
 1 Series,2012,11687,Automatic,64000,Diesel,165,51.4,2.0
 X1,2017,27287,Automatic,8000,Diesel,150,60.1,2.0
 3 Series,2016,24687,Automatic,26000,Other,0,134.5,2.0
 1 Series,2017,28587,Automatic,18000,Petrol,205,39.8,3.0
 X6,2017,41587,Automatic,42000,Diesel,150,42.8,3.0
 4 Series,2017,23400,Automatic,22462,Diesel,150,65.7,2.0
 X5,2017,35750,Automatic,9748,Diesel,150,47.9,3.0
 X3,2017,30225,Automatic,10897,Diesel,150,54.3,2.0
 1 Series,2017,25285,Automatic,45000,Petrol,150,39.8,3.0
 3 Series,2014,19487,Manual,27000,Diesel,150,55.4,2.0
 M5,2016,46794,Automatic,39200,Petrol,555,28.5,4.4
 3 Series,2008,5187,Automatic,123023,Petrol,200,42.2,2.0
 3 Series,2008,7787,Manual,108000,Petrol,235,38.7,3.0
 3 Series,2002,3887,Manual,121821,Petrol,330,29.4,2.5
 3 Series,2004,5187,Manual,82785,Petrol,330,29.4,2.5
 3 Series,2014,7787,Manual,138750,Diesel,30,65.7,2.0
 3 Series,2014,16887,Manual,30000,Petrol,160,44.8,2.0
 1 Series,2016,15587,Manual,39000,Diesel,20,70.6,1.5
 3 Series,2015,19487,Automatic,26000,Diesel,30,64.2,2.0
 M5,2014,30537,Automatic,55241,Petrol,555,28.5,4.4
 4 Series,2014,23725,Automatic,18000,Diesel,160,50.4,3.0
 X3,2017,26650,Automatic,32248,Diesel,145,54.3,2.0
 3 Series,2016,24687,Automatic,30000,Diesel,145,56.5,3.0
 2 Series,2017,24687,Automatic,14000,Diesel,145,65.7,2.0
 X6,2018,45487,Automatic,40000,Diesel,145,40.9,3.0
 3 Series,2017,28587,Automatic,24000,Diesel,145,51.4,3.0
 X4,2019,45487,Automatic,7000,Diesel,150,42.8,2.0
 X1,2016,25987,Automatic,20000,Diesel,150,56.5,2.0
 4 Series,2015,29894,Automatic,20454,Petrol,260,37.2,3.0
 5 Series,2018,38994,Automatic,9034,Diesel,145,60.1,3.0
 X4,2016,31194,Automatic,44572,Diesel,200,47.9,3.0
 5 Series,2017,40294,Automatic,38089,Petrol,145,39.2,3.0
 2 Series,2016,25994,Automatic,53472,Petrol,200,39.8,3.0
 3 Series,2016,31844,Automatic,45853,Diesel,200,49.6,3.0
 3 Series,2015,24694,Automatic,31500,Diesel,140,56.5,3.0
 5 Series,2017,35744,Automatic,43503,Diesel,145,53.3,3.0
 3 Series,2014,14235,Automatic,42000,Diesel,30,62.8,2.0
 X5,2016,53235,Automatic,20000,Petrol,570,25.4,4.4
 M4,2019,53235,Semi-Auto,12000,Petrol,145,34.0,3.0
 1 Series,2014,15587,Automatic,24500,Petrol,145,48.7,1.6
 4 Series,2013,22087,Automatic,47770,Petrol,165,44.1,2.0
 3 Series,2012,14950,Automatic,41600,Diesel,160,50.4,2.0
 X6,2014,21775,Automatic,68787,Diesel,305,37.7,3.0
 1 Series,2017,27937,Automatic,20000,Petrol,150,39.8,3.0
 3 Series,2014,17804,Manual,51000,Diesel,125,57.6,2.0
 4 Series,2016,49322,Semi-Auto,21600,Petrol,300,34.0,3.0
 1 Series,2013,12935,Automatic,62000,Diesel,30,64.2,2.0
 X7,2019,88335,Automatic,15000,Diesel,145,31.4,3.0
 1 Series,2012,9087,Manual,58000,Diesel,30,62.8,2.0
 5 Series,2012,15587,Automatic,84000,Diesel,165,51.4,3.0
 1 Series,2010,7794,Manual,106000,Diesel,150,56.5,2.0
 1 Series,2012,8775,Manual,60000,Diesel,125,58.9,2.0
 3 Series,2017,19760,Automatic,19147,Petrol,145,47.9,2.0
 3 Series,2007,5050,Automatic,97284,Diesel,260,42.2,2.0
 X5,2014,27280,Automatic,40000,Diesel,200,47.9,3.0
 1 Series,2013,11030,Manual,36075,Diesel,30,62.8,2.0
 2 Series,2018,23920,Automatic,12004,Petrol,145,50.4,1.5
 1 Series,2010,3185,Manual,117454,Diesel,30,62.8,2.0
 3 Series,2012,9100,Manual,93819,Diesel,20,68.9,2.0
 3 Series,2017,22945,Automatic,29426,Petrol,200,43.5,2.0
 3 Series,2013,12870,Automatic,89543,Diesel,125,60.1,2.0
 1 Series,2013,19890,Manual,39872,Petrol,300,33.2,3.0
